taxa,PC1,PC2,PC3
PI507021,-15.4722719120245,15.8976434256256,2.98761323233689
PI507711B,22.7570118368552,20.7886524927125,-35.655163473375
PI408067A,-44.1168166540991,19.3972119436488,-3.22879795310823
PI423870,-47.7598313173683,17.3230532507071,3.35221829493702
PI567616,13.1999066114335,-60.1979983583845,16.513614779412
PI506989,-33.3627089505059,16.5858400140635,7.42789588468814
PI567688B,9.53936634388086,-50.4608175892759,16.9793934520597
PI592961,-2.890892146206,14.9258754218225,-24.0928635193559
PI417176,-33.5295382229559,16.5018106354963,-2.54484073329808
PI507175,-52.789592984664,15.4289102602593,9.55148439401702
PI507153,-38.3529948146027,13.2013698642336,3.56523887602606
PI567557,31.2465667714474,-60.5174955480801,0.843116595471844
PI567595A,42.9199232816045,-70.2073771292063,-9.03579911301116
PI407725B,-0.473485963060942,24.5989963631228,-28.2218814072429
PI567713C,18.08987989908,-59.0247202617001,15.7140979889706
PI438299,-24.5181270507103,23.5707418424582,-11.6683732637455
PI578432A,34.2586100645531,8.56400327885621,-41.9903015384251
PI261467,-25.3390538203051,12.4238772058565,1.23793038459021
PI567546,-0.333247765195054,-22.9016251757967,3.48266510992852
PI408138B,-47.2178817097585,16.2249632331311,4.76281242322901
PI424140,-44.7966271273106,23.9873385883253,-0.816910362995483
PI261468,-25.9304911763551,13.7995958489305,0.618562596879341
PI340021A,-35.9587340326021,11.3111180199385,8.19656502789915
PI567337,34.9167428529362,-50.8905757382879,-14.2376942857571
PI561367,15.8398881017527,18.2676052947075,-24.223559091268
PI594609,-0.969158647047307,-28.738636615313,16.6589821377549
PI561230,22.1424459588729,14.2193280490811,-23.2931738264292
PI597652,-7.00141549602216,11.9514866818633,-4.38971704640658
PI594799B,-9.83932049645706,-31.1876817599664,24.3819207972182
PI437092,11.0215235433268,9.00759574817037,-14.9060411727579
PI423927,-22.9530336795637,3.35083512445402,11.8774515414856
PI442025,30.7448218197887,12.6035931331737,-24.7894309875976
PI567674,32.3953588179533,-71.9409473025351,8.4676937457913
PI442038A,12.2980415561761,25.5019890515,-34.6113699148301
PI532472,-31.9043771078429,12.081898373791,-3.14824276023723
PI587980C,-7.0885409359307,-34.1794006901027,20.715914204049
PI594713,-4.11523622285298,-26.8075689637353,13.5823380861446
PI297499,-1.92084395063436,14.3827783992368,-25.8051304139842
PI424352,-29.5834406218024,13.6890976775557,1.92266864620488
PI506837,-36.0293136968172,22.1456725315573,-3.82636799650589
PI437979,22.2868132959083,23.1154829748053,-36.998605967226
PI561389A,7.81828708843775,3.24683156851162,-9.7867470267589
PI424349A,-14.3805170851292,14.7164935627508,-3.72655765556786
PI506803,-16.4559652635381,8.89024905668739,0.094574263350989
PI567600,39.1632764286224,-67.2155170200584,-2.29207583988552
PI587845,-6.26774153825017,-36.6678171678803,16.7920082599772
PI507460,-49.3340207416947,17.023370491615,2.36913612247237
PI587979B,-10.5024549729065,-28.9325946099204,18.204005029793
PI507464,-45.0833914531783,16.1443992075668,4.13374318086908
PI438213,37.3058606773334,20.8149278435085,-42.3376967488617
PI507468,-40.0895243942049,15.6625862824612,1.15450012982302
PI567667B,15.144360577673,-55.1463050473134,17.6536278732545
PI437756B,9.23653206625708,8.21869853614203,-19.6450023138706
PI578473A,17.0497802252162,-40.5920910876235,5.66630021431488
PI437888A,17.7560242340956,17.3038800060659,-36.2178368371904
PI561323,-1.06522932071611,10.8094416644591,-17.4431574643399
PI290130,51.1860421039614,-1.07243682310669,-25.2026333962135
PI506785,-32.7966677899632,6.14046799156005,10.9104975630406
PI567615,14.2599129104285,-62.3983524167196,16.0444976969705
PI506903,-33.9216097072702,20.8389829564378,-6.80951523354306
PI567698B,19.2639178546034,-56.9398276093911,13.599231880839
PI567448,32.2207158875279,-33.7505791402756,-14.7337931307551
PI437456,34.4259274637184,16.8307353746534,-28.9140208267146
PI458176,-30.3913283342965,8.73350360865072,-6.66143872239961
PI437716A,3.13356052431847,-22.1892505396931,13.9677402574881
PI506840A,-27.361069549545,12.9578736280572,6.93087906749624
PI594618B,-1.1472993180614,-37.7000313745041,10.3281123829847
PI506782,-32.6477544833942,10.8575935907995,9.68680523349683
PI538386B,34.5784989351508,-54.5306957910874,4.12166218071442
PI424155A,-32.3989429992833,10.5691880938109,8.60728030973821
PI398875,-17.5845156431726,12.6113198932046,-1.28798945578842
PI378658,51.8747608633075,1.83513148453281,-21.9805805027613
PI417425,-41.9307898471855,12.967964201844,2.16557744976412
PI567590B,14.2817125469674,-53.787788503923,4.88234739715443
PI603698F,16.7993188976471,-1.087206245816,-12.786402857429
PI506669,-18.7948726814256,10.0035571424997,7.30923764140162
PI567291,27.6045491990243,-28.7043219305586,0.110465718511234
PI567447C,42.1288897174432,-61.6653889734168,-14.4970544513537
PI518715,18.6325577893766,-0.666698505053634,-10.9251077968489
PI567673B,33.5891947306779,-51.7121245676315,6.08845411938113
PI229336,-42.191846142749,12.6909488213313,0.489529018485452
PI372416A,47.2755318081507,17.1919833803412,-4.99417934784676
PI393537,-15.8873253360422,8.29740694815814,5.96598902187444
PI507392,-16.1635834459806,1.90698013514442,-0.774987624061726
PI458236A,-22.1730628176224,1.83742154029205,0.708643977034889
PI417559,-25.0264149650968,11.7979688703647,9.10232772233424
PI506840B,36.0819932292777,-3.26234125883078,11.1186214127238
PI561350B,42.4147512118367,-4.54180838337332,7.92931087490592
PI507442B,-40.2141384989959,11.7686919134001,6.28252363584178
PI507567,-32.3764768165987,10.7898296360502,5.81072189753119
PI506894,28.0118444780003,-2.06647626438248,11.3739233940037
PI360957,27.3112780515938,-1.50629087453699,10.4948356515328
PI506825,30.699493372238,-2.74816903502689,10.7131876032386
PI398621,-28.5866983090189,8.05731180173536,-1.50400393707433
PI578501,15.105141444212,17.2870724891234,-26.1173929298802
PI542044,67.6482716128246,40.7635950218382,47.9973817167641
PI518672,67.3943221617898,42.0069497102147,48.3838619216044
PI548636,65.4178360667299,42.7739938565,48.6040230847362
PI548555,65.2095285258592,41.9612860945145,42.9172044418837
PI548541,64.1599192827509,46.0164618089852,30.3858254497259
PI542043,68.7436327620571,26.375476090433,39.8293441545556
PI542711,63.8442942602527,50.6423418786065,39.8699952554705
PI560206,64.7088594285088,27.0674270303567,35.6032983865482
PI548598,58.0016262243047,39.5645968614547,18.2405971681809
PI548549,61.5011659456462,50.3812057159704,32.8873716581991
PI548556,41.6511176389299,25.9361069281092,37.4048041779247
PI518675,67.0338027794656,14.0138172086152,30.0802635928827
PI548585,64.0466656397878,42.6167617219748,43.3281922099317
PI518674,67.5447635278672,15.8066290842252,33.5034997628979
PI540551,44.5837400681516,27.9326594353131,26.0141303440433
PI548542,54.3827894661934,35.8754575452432,18.3110929546658
PI518673,55.8545219256477,29.9852827674823,38.0545908950806
PI548562,66.9169901871911,41.1851211766245,15.1394946340602
PI548538,61.7479089726166,40.85521230194,19.7895021640071
PI567902,47.2274285696005,34.3607153180434,24.2626519577376
PI548522,61.2361755090932,41.4478895143879,40.0382930431441
PI548565,41.4076121565081,33.638014361514,25.7273668968496
PI576146,52.5333457197913,39.3493025570073,34.0216348667311
PI595363,59.2282776177379,16.5514107556261,30.112686027655
PI548635,60.8780890887786,46.6136626369869,25.7522882769934
PI548502,61.1988835621886,16.6287495034582,-4.99645556466468
PI593463,59.1019338604933,49.7457198817772,48.4042009045735
PI595843,60.7597171114378,43.5475964169301,25.2658654932207
PI564718,58.0161113509758,47.7075675052098,33.6086143872495
PI548634,59.4217155421315,32.0196391954699,22.216391578467
PI612736,52.3111493543144,42.2667017501372,1.49466807224476
PI548519,53.3055623554629,45.1530682013579,18.7596018499682
PI548509,58.9874957018417,38.0474859789,4.62989696921775
PI548611,58.0837582580772,32.0057685453727,8.18059735920745
PI576145,50.1399008039684,39.0801431854449,27.931537154069
PI540555,48.50377397725,27.9900711553718,12.4344161580957
PI548530,63.5468949167728,33.6990228723995,6.84078810119343
PI559931,47.0643115881852,28.6077928258598,40.8068033984796
PI518668,51.4349145228506,10.7266528674955,38.2134779236036
PI548558,63.658360579963,31.3371904635837,27.2286469343176
PI548566,63.3900337167489,30.2107135270253,30.7345363337457
PI548609,65.0642264676044,44.1499153041654,15.8840669612856
PI612719,37.630615084515,32.713809225319,-18.8175131406399
PI548521,62.0481581346348,35.2531283481705,31.4364491982108
PI548569,56.0562698291153,39.9743222994818,22.8860503654276
PI537095,55.3093703969915,36.4378711155032,28.7409858590971
PI540556,57.9872000080225,21.3209610729038,18.1203149034522
PI542710,53.0166983224511,34.6667636741236,19.9073317868977
PI567791,27.7236710773522,15.7421538791497,11.5805360985972
PI525453,57.4596206396489,47.7230798340115,26.6854451473794
PI548633,61.3048202728583,14.4104127149821,12.5427286454966
PI543794,43.7502033549298,4.61843138516987,26.3550691786403
PI548563,50.8552584243583,29.9290689684463,3.84033660822077
PI548632,57.9532505442023,47.1640077863599,28.5341903539642
PI599299,54.3395396218076,35.64941757153,4.66811424109729
PI612738,54.2820856039815,41.843850739172,10.3311905377722
PI548626,63.2036967222466,21.1044381205038,-19.653375823047
PI546487,51.1307978566427,42.2602978870916,16.6395641315884
PI584470,37.9676156987493,42.6193441066144,11.7999057316162
PI518676,45.6508862811498,25.5564844775388,-4.66462497618798
PI548546,44.5312034112546,10.6712140870554,-2.73520675304812
PI548547,66.0302734806065,39.0476717683076,26.9290730442076
PI572244,59.1628724775354,29.0016418129407,18.8572282585748
PI578335B,39.3100126134742,29.2633271344333,41.7528259780778
PI508083,29.7200292884263,27.8459408730112,-23.4597042073124
PI536635,41.2331308849054,31.07957227019,17.2980662844661
PI567404A,37.7272679374466,10.2494735969389,29.6704294131006
PI612763,50.7291951939429,34.7482791372508,14.424604571669
PI548318,47.5123495291324,10.7149384977614,-19.896605637299
PI557011,59.9172282828504,34.9441524923381,0.721802749900907
PI561700,51.2786014380845,32.3082415047534,2.37396740390212
PI599300,63.5714607789356,40.4296019263813,19.766826823253
PI212716,33.0534441887603,6.93839813285844,12.3268583859281
PI221716,42.5958842161978,7.59045137009236,11.2130335413144
PI540554,58.8196202007688,26.1903795567659,31.1775940739527
PI612744,45.4406365660554,34.965245100933,12.2427723949991
PI518663,49.784224225149,19.348455523633,20.3902701416822
PI548560,36.1610643355709,26.8319853543527,-24.5326463125424
PI548622,67.8634497819753,42.8904790800009,48.3626935419292
PI533654,34.9440658693391,34.12214767411,18.8367038076358
PI542403,40.547838202213,30.5906122496825,-29.4554095462839
PI374221,43.9498408607241,23.9996762471699,2.71811198462951
PI548421,62.0727197570601,20.3902779165192,-17.8232084069691
PI548602,45.5710977966115,23.4720269828918,3.02899844310449
PI548616,46.8891580177358,33.1385049132631,12.8946272278698
PI629004,37.1404009186209,24.9348079962611,-17.758318568692
PI548621,37.9744658267054,34.7031148922662,-25.3529407288343
PI567789,28.6960225405315,12.7591591674514,15.3233599235401
PI557010,45.5197541104456,29.6244053093461,-11.7640918808133
PI548524,56.7291879369827,23.5125081053476,3.11852399246284
PI583364,49.4407878281435,22.3938043669733,0.195681523554373
PI548499,29.8788469955752,27.7233972284148,-26.1531496356691
PI598222,32.6583391798408,18.6506818642417,24.8624596860465
PI548372,66.20746091156,9.06869305397077,-42.5266549740926
PI548656,27.1375775407131,12.4421114983969,16.1367009128427
PI508269,38.5567437863087,27.5938415181636,10.8499549699797
PI607385,53.0486666011029,20.2929221564864,20.1136411597207
PI539863,28.2986528290953,34.0978043494035,-11.3601629207448
PI548371,66.3226522357966,8.78794046189805,-42.0284150329697
PI548652,57.1214170990693,33.6223616808535,29.7326022074875
PI542042,57.5711413269021,31.2706750130923,0.539144374484776
PI548540,41.3129031017191,30.9190936410287,-31.3547792608672
PI548576,33.9307345422875,38.7883129750909,-26.1099577617529
PI542404,49.1063143068879,32.2801734884397,-24.9570479302427
PI548548,45.9162589178011,20.6183999452186,-4.43645760355573
PI542768,52.3232180817025,34.0725494258702,-9.17647103554951
PI546038,42.0717759563293,21.0606052469075,-11.811535613864
PI548534,50.0562709568468,28.6781572215216,-5.01907090878704
PI592524,42.995759023763,35.0807118543129,1.82430555184876
PI587091,41.8280812016484,33.6527049385773,-25.3592810294323
PI548506,43.8429211698814,34.2435663373373,-17.2261607278627
PI562373,48.3991207622564,37.2117698729183,-5.22503263372777
PI595754,49.9541346249188,35.7829162790257,14.7004838889603
PI355068,8.88115744267923,23.3049891806579,-3.65029563111423
PI548311,45.8468339627404,22.0181005464314,-31.7319968893182
PI592560,33.9824170976432,31.5746910438949,-26.38470944614
PI471931,26.3702891821364,11.8526191127805,1.73096457448811
PI513382,45.3002769966685,35.9797911237085,-19.060318341113
PI518665,19.6598312582636,-4.2780265600838,11.2110635258334
PI548620,27.0591318368608,38.9256836990872,-16.5344904222242
PI548505,40.5242708368955,30.8021501955143,-21.555028864587
PI548568,55.764407689453,17.7515686690557,5.19862275639624
PI548597,56.8066456236484,37.9439667943712,31.647962222727
PI612608,19.4543193743055,16.4313518932222,-5.88648212959809
PI548536,29.5423800988318,32.6393716477741,-11.1312254936547
PI548610,66.8792323954215,43.0300767055262,12.8465522663718
PI423758,-33.5193612858081,19.3413589858593,-5.98026858046554
PI424585,4.32665313259799,-30.5003454088664,-4.82770156358386
PI508266,13.809760417162,10.1327777500825,7.90963128285377
PI548406,26.3225868916315,23.4160155055132,-25.591099639973
PI548554,-8.1414834066657,28.7349539512745,-20.8548843116898
PI548665,26.4089830996986,8.09220501986077,9.07539922344107
PI599333,29.3316051333535,3.94103352299859,7.83203518468014
PI567785,55.2464268495272,40.7137079956103,5.1565714202629
PI548599,25.042969857887,18.8558001530175,-31.9176006529246
PI612717,43.6009917484001,20.0516106043969,-19.9005922097794
PI548314,61.233924465418,17.9690146885535,-14.2638321615183
PI548384,22.3129962251922,17.72795043455,0.0607021882792423
PI548525,55.1974826283067,44.8713078722024,18.6014650227928
PI548586,54.5854568870619,16.3547947613266,26.8978061143533
PI612764,50.9650017016178,28.7322695675527,-1.36090709181844
PI629005,49.6678675559421,35.2366892756309,6.77523093280297
PI542045,5.50458591751703,6.22062289295357,10.6022988680131
PI548517,51.3555444915009,23.8407131292558,5.65496687457105
PI423736B,-28.370176200959,18.4110834311738,-2.48571707642834
PI612740,44.8365433744352,30.0746469702595,-0.301567641851371
PI398646,-33.229571708951,15.1709919266954,-11.5800889935043
PI548330,35.250673417279,17.4107491643676,-26.7466190446669
PI509086,-40.4039199978968,12.4957198481,5.82964830989616
PI548573,31.7212223800451,38.1895729977085,-29.4603039049015
PI548641,46.2234073122442,33.4171623596222,-22.4781468064212
PI330633,17.1377884939192,3.5052145921239,8.57762584621761
PI548369,40.6123173961853,10.7081893098611,-45.041613862405
PI548381,44.3755961586587,19.9667499156417,-42.9241809432691
PI548527,53.6914260862152,17.2903086376335,20.3276722203112
PI548551,33.7283069896005,35.9133082976785,-16.2737778556311
PI518664,25.0302865691745,10.7075418895804,13.897374484172
PI548663,9.79804180413195,-16.6844471248237,23.1365559298998
PI398635,-20.7276136684587,-0.898341633580674,1.40939888438409
PI603953,18.7548478284764,1.73363595546705,18.4212735575535
PI518297,-46.3621859684656,8.33892998196807,7.75414322187525
PI548340,52.5947652966546,14.7115267181575,-46.9216368281845
PI548390,32.2338986100674,-6.25298825651137,-15.9338675614901
PI595765,27.4063342006592,8.43178148489612,11.4217896993367
PI603534A,-6.3854714950491,-37.348119662329,21.6106231266059
PI438347,8.25686747261098,-5.85170758420543,-14.21401884956
PI458069,-37.0138255320032,22.0174087305813,-10.1075526875582
PI543855,56.331183905089,34.0010322049604,7.1969383954547
PI548297,42.9495256051002,7.55612630668556,-29.5631149633194
PI548637,11.7020098285823,16.5570620049894,-18.6217642313018
PI548661,9.20484637000079,6.9066275782319,11.6988989039221
PI548528,43.9563341322896,-4.5914567143611,-0.694443500427394
PI614831,25.1711155601823,27.8054432927165,-24.2160111151149
PI615585,29.4525777471999,25.1154172458967,-27.6895527625788
PI417581,20.8693854091769,-22.2248458516649,-10.4434110933672
PI542402,31.9456310232448,27.7717472612297,-25.005794868339
PI548333,42.8966848961125,17.7188485018376,-40.8426170402518
PI548510,47.1136181575241,28.3424976060197,3.13959144021714
PI536636,30.1520100954991,20.5166791554761,-10.4946454481697
PI596414,14.7001764702743,13.8900858607415,12.5652069440898
PI608726,64.3453705963274,39.1407989033403,9.24745123001555
PI548643,29.7513057933141,29.2519344268506,-9.91518131081736
PI615582,23.4513935299746,18.3564995614714,22.5753167399364
PI633610,27.77592876615,6.22473071889945,11.2374977128519
PI507479,5.28804214771176,22.100181609903,9.66817904114615
PI540552,43.5398110980144,33.2217069878277,17.2473945396882
PI548584,39.4856590889551,17.3805587688506,-6.9633843065924
PI548678,45.2558578636428,15.5079924128056,8.88423709502387
PI548617,43.2675718244017,31.761617813517,-26.3914120401851
PI548981,21.6171004897067,9.35592478647028,9.06566897862474
PI548364,54.9487181180003,-12.9006596162555,-16.650476140591
PI548370,51.2741458246899,5.66104310363921,-35.8568788084689
PI612711A,28.6099801889542,24.8717922164431,-39.1564764814582
PI542046,11.0229788717099,21.9080168202243,6.10469153589471
PI548577,29.0191894621435,28.5642350543285,-23.8717421308054
PI607835,34.6286602032543,7.09229290300839,-29.2085358140645
PI279648,34.1609011691972,29.3680745054217,-34.3703052216586
PI371612,32.9104317641705,10.1131112853758,-5.1515226067172
PI548300,-2.66605526797833,20.6325299671453,-22.826054250506
PI548537,33.8183829671899,30.8338809694167,-9.49926875097519
PI561860,26.7318913067279,28.7620335329373,6.50468119404692
PI601982,29.3463279609403,-0.479081979510023,0.930306427007638
PI424562,-40.036526846139,8.94902478367254,-0.290124990281977
PI612615,24.0856317118653,22.6069119047551,-49.7208074677905
PI612617A,22.0503457052324,23.4161643776293,-31.4036780476788
PI424578,-26.6635803921147,2.98619503428643,1.61002534703279
PI553050,14.0192018132327,0.714968042704926,2.88771703343588
PI612705,13.5271577252288,20.83705074075,-42.4150374556082
PI614833,54.6359976398453,37.8724508641822,9.45813096411266
PI619232,15.1996044721735,-8.70995881660509,19.0492695784573
PI424577,-26.7558695598864,3.06101341981974,1.81084474211062
PI548640,14.0950375193099,28.5289108302363,-9.57826444159832
PI548989,15.7113437701105,10.713276425502,6.74000389295957
PI230976,-18.5687883214141,7.76060916078926,9.01785806333065
PI508298,-39.9477085161667,16.8655420993927,-3.13443145198602
PI548644,21.1499864052192,30.3024707324812,-21.9924579188517
PI592756,23.360016341004,17.9942333875865,6.42034878005104
PI593653,22.2252204476454,-6.48712994996245,22.8994005896974
PI408269C,-34.3618039299896,6.4154401985792,1.57250981737192
PI416768,23.792122923742,19.5383653942756,21.4188298403355
PI533655,43.678596175657,12.5518427469741,19.5739704088426
PI594922,19.1028154880725,15.5390558866617,13.4925970066412
PI612718,28.287612111711,32.8895633506603,-17.4581450399114
PI408240,-50.9313173394015,6.74751519798349,11.823095704217
PI518756,2.3225212724238,6.04883642022102,3.23146459888026
PI567282B,-52.609790701285,12.1338734256371,6.74839558489679
PI572239,9.2647667905761,13.0383286792431,8.80079710663914
PI584506,22.9199764132111,6.25010434414131,13.3854449687743
PI548567,16.221912063438,26.2978037003055,-2.15069079224441
PI548596,3.13486462899364,27.698832283412,-14.9275786011103
PI603513A,-0.311926877970368,-41.2700278003759,16.7756038612583
PI612157,12.5101796992638,-6.45524247267651,12.6409471306019
PI548504,20.8936795419602,14.9771069924316,-38.3590819588694
PI399102,-26.6877079745726,3.05261376092291,1.10181703341474
PI509092,-34.8127938895557,12.1635785302976,2.11324970264398
PI506690,-51.0725649220488,17.0962374277502,6.54614952765187
PI508267,10.200676642741,7.83122946790816,12.9175998799552
PI561291,-56.724526316218,17.5190406432662,4.49878429756838
PI612714B,4.70160353186327,18.7218215425085,-26.3660882308712
PI209908,-6.25432984976322,1.73241354523519,-18.4171058133737
PI377578,-7.89279081090973,-38.1049746490181,18.8310570351898
PI556738,24.5962079418046,-6.39435080621359,21.0039668486479
PI567282A,-24.6131857650262,9.06718928482075,-2.64640671233816
PI576440,20.9605839452054,13.1848986736036,6.76066940652153
PI594498B,-7.05367849712834,-16.1878988848237,0.55158017777647
PI548309,27.569217150656,-1.87114813902697,-26.6635070829359
PI548345,45.8516518044538,21.0886341875783,-31.4259107416404
PI594015,-41.6578479480089,11.8947704678796,4.44914288416344
PI615586,33.8561311353001,26.1446530700053,-27.6928152012441
PI201431,3.22165723083197,-0.142794458049953,-15.0467676820006
PI548396,42.7722005795418,11.4745739151154,-35.0945432012961
PI548403,42.9558312258151,1.39111628582072,-36.7874719173296
PI407945,-33.0737351788974,11.7788758881067,0.312081289636452
PI408184B,-29.9203344607865,20.5125695342504,-6.47925805052741
PI509104,-16.1082816280574,5.08074426921138,-2.68641764753849
PI536009,10.1273634626791,-0.218821823966252,9.21173544320525
PI548344,19.5291760957655,15.5631624367021,-34.5361551690107
PI548355,7.70629511001996,25.7828466233306,-43.048548428633
PI572265A,-14.5871934790266,-7.24066379535086,-7.08679317919176
PI603627,-7.46110058570825,-36.9609120339487,18.6410069139176
PI615694,-2.7932918092078,13.3730280482401,14.0905788813933
PI417375,-54.658319174546,12.7485853780826,8.45508747905011
PI458021,-42.284207170912,21.5713022720709,-8.24532071110901
PI458070C,-35.48301971468,23.3051341718003,-8.25501738774208
PI458150B,-37.9526968511354,13.7363838627745,-0.872646876416333
PI542769,25.4334755138738,31.6217384738697,-25.4096422512874
PI603536,-2.7567278081243,-36.6123118933166,14.7037140259626
PI612708C,14.6265739255258,22.7878905896514,-36.8893182485437
PI423782,-40.5806633076698,20.0503278294079,-6.42502788559879
PI506977,-48.1432011175533,14.6942150927647,3.74511180338038
PI507478,-3.62776709119282,14.4960535404952,5.93982450029182
PI548433,19.6097597111278,-13.7478407923283,-23.996910859853
PI548501,41.777086972431,28.281222681914,-25.9020180623584
PI567310B,-2.55958142425296,-17.8765521933982,10.4872536105828
PI374220,23.4388246731291,4.92746365596327,22.6538454070415
PI424434,-36.6814062559366,16.6664732439201,-7.0419227453281
PI442014,-34.8322475718759,12.048334313945,-2.07967096832036
PI458239,-41.8508972995099,18.6187362443106,-6.563227702626
PI548400,15.5052139933662,19.7670714818398,-41.2605609476985
PI561378,-10.717443595668,-44.73078299472,28.7177853148378
PI572241,34.2296967328138,18.5077468084279,1.86615757315043
PI578329C,25.8300362584497,7.31985390946294,9.83952119459483
PI221717,5.88688196105802,-4.69401309178713,4.09437245746425
PI224273,-47.7852094456308,11.0806025834465,12.5779989278941
PI423773,-13.162615848309,11.5771977657614,-3.32369784236026
PI548500,49.6737531512556,22.2725575261461,-12.9103832430546
PI548550,-5.46482743162286,18.8126455790112,-4.59201459065358
PI548662,8.51123430835094,-12.10906733908,24.7483362112011
PI572243,21.7631373233426,31.5493192912547,-16.005784743643
PI602496,12.9165238555051,4.23898924473822,13.7054518999783
PI602896,23.3326180456243,26.4318740006823,-15.6191474857637
PI612710,17.0109627740621,27.5040611465754,-37.9350652952136
PI166147,-3.47562493248314,10.6783057781059,-16.749646723084
PI210352,-3.56803929111154,0.881581690301521,-3.93409358856324
PI442009B,-40.4937156781116,14.6391690103503,-1.70124231998143
PI548660,7.53586128740178,-8.31344252676091,22.4694954541122
PI570668,20.4524228803721,7.2477413782207,14.6209121611976
PI408007,-40.5894680179237,17.6425349487096,-6.66818424680799
PI553046,1.7517926611629,-7.31126746554594,19.875114064972
PI553047,22.4657757320391,-3.08382352656188,15.9650728929514
PI506778,-45.4133807597523,7.76683229332649,7.93545864831994
PI507256,-37.9281837654944,20.5955130722089,0.170377538517268
PI548322,19.7417091624022,1.59199963560412,-30.1932898603847
PI548986,17.2048493293265,12.7552557488765,3.51230457977058
PI564524,50.0345589532372,29.5908190575168,11.0081710794127
PI594432,-9.38045996322495,-36.3699695184745,24.5808406752653
PI594515,-27.7936237750896,3.79083184394607,-10.419627216309
PI603525,-2.8168797327924,-10.4849974254927,-4.96714851154215
PI612713A,13.8279055096579,5.79280262641347,-26.5058620493043
PI210353,4.50183489061087,-1.65423520414961,-16.3403148886283
PI424602,-39.4620833431866,9.27072007592878,-1.23518056348326
PI561702,9.00663458321372,14.2525035793849,10.9539730397757
PI594492B,-18.4606517486479,-3.63669339765774,-1.72110673269371
PI594555B,-9.09956344612507,-33.1114748264617,25.2157522460588
PI603528,-4.70760634451575,-38.33213806275,6.22425942307209
PI205384,-5.30534899114531,11.9000085792975,3.25414891539183
PI416794,-52.9886211061017,15.3327452512888,6.56708743231105
PI423724,-20.9885218339768,3.56882564734238,0.333313306171894
PI506956,-44.46035552851,15.0889704751573,3.75781006213163
PI542712,23.4380482927573,9.35580104269184,9.19114749438239
PI548570,41.829619619248,32.271469984797,-29.6151383333466
PI548600,18.8193614026226,27.0479929107296,-25.9843449389843
PI603703A,-0.629659866523404,-51.9508994887364,22.0816714244408
PI230977,-46.0229446650324,15.9744125787473,3.3274578091855
PI416808,-56.8470628714643,19.8540986083539,4.64899556789315
PI417194,-53.308705838315,8.19975784411646,9.67541808994906
PI507426,-45.6843019251933,13.0370544982258,2.34915352119049
PI548321,-8.47090082171169,-2.65347856544112,6.22373184956645
PI548375,1.36889639104049,23.7473394749359,-32.8352844080933
PI587603D,-7.66278662185585,-40.159489807633,19.0878248376112
PI594475A,-8.67144196980992,-30.9433383570804,7.13677294516122
PI612715,9.0577171377311,14.5881991301725,-30.9084416027334
PI417469,-49.6035541955726,11.4343512144084,1.67495761105164
PI423743A,-11.0314655242476,-2.27932477620412,19.6755977057272
PI458213,-48.1430884121538,17.6475308735827,0.459545677600307
PI548385,-27.9521204572566,14.2514174004609,-7.25973621891958
PI548479,-1.39551007069567,-42.9758899788472,20.8813850328491
PI549068,-54.718111717863,19.9396350022209,3.67416294373575
PI594425,-9.47865660267559,-40.3264631640841,22.8706062080746
PI381672,-8.43237679150495,7.54246708903108,-19.3420025729277
PI417073,-47.287870165951,12.2188826869834,7.02837015009948
PI423722,-22.8402125796677,9.54910190959181,-1.73723017703655
PI423781A,-38.126521227337,17.8621712542834,-9.51808096903513
PI424174,-31.7501411326197,19.252200206964,-5.95947987966442
PI507009,-43.0134300548395,8.0399215120971,9.59445908754044
PI518759,20.0842208933436,34.641761531508,13.7950382750388
PI548544,-7.92202909762157,27.7398098658988,-30.5560859726388
PI548642,23.9027564380138,29.1144838027985,-24.8935104031051
PI553045,8.37632961869218,-0.455774227464801,14.2809073903725
PI567766,-17.257963953377,-33.666282232045,24.43230690196
PI597389,2.62760644921899,-4.76231764437585,18.759434444279
PI603517B,-3.48732504081497,-34.980792914423,19.5661166340749
PI618613,48.9671453329896,27.5355826648312,4.72040575001408
PI398732,-42.4213048983177,16.4206638255287,-7.27186731859863
PI398850,-36.8599741682028,15.8074408475772,-9.70123609798231
PI416924,-53.0851384200761,20.2447299225672,1.00857140630402
PI417090,-14.3095292446862,-1.39449641139913,-11.7634583799837
PI548561,47.3780139609649,33.8131118742255,-21.9489352363977
PI548582,22.3438423775255,33.525837317137,-15.0615598143562
PI548980,1.51265073672172,-7.21808466951876,19.8342621187209
PI612707A,9.07806950389657,19.7890439889315,-29.3559740213614
PI181567,-42.2409164719325,10.349872868118,5.65233959217012
PI416851,-26.6174174375677,5.64891216128446,0.356554633553122
PI424496,-30.845327142991,11.3446278809198,-4.19163907964483
PI458150A,-33.1222462385811,12.4918617114769,-1.23717623475887
PI507474,-22.4730296873404,5.52738837068969,17.3429982836353
PI548374,41.7918849262013,11.9401440780667,-45.7625753704554
PI548450,-14.8229651812595,13.0575768122339,-5.82994434801689
PI612745,26.0123629779004,19.8142844718894,8.66864214218046
PI159322,4.25555765436139,-0.876866772173297,-15.5825248802198
PI596541,24.8592677138133,34.4977713911887,-14.0080687231946
PI170891,-1.8132911836487,3.57170746902147,-16.4536368887302
PI183900,-1.35877293227939,-42.8111407859527,28.0210074388519
PI506624,-47.4184721018928,16.2812247058419,8.20411869515916
